"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Mauritius","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75","9"
"Mauritius","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75","9"
"Mauritius","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74","9"
"Mauritius","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73","9"
"Mauritius","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","69","9"
"Mauritius","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67","9"
"Mauritius","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66","9"
"Mauritius","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65","9"
"Mexico","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Mexico","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Mexico","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Mexico","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Mexico","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Mexico","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Mexico","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Mexico","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Mongolia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Mongolia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Mongolia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Mongolia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Mongolia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Mongolia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Mongolia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Mongolia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Montenegro","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Montenegro","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Montenegro","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Montenegro","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Montenegro","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Montenegro","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Montenegro","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Montenegro","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Morocco","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Morocco","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Morocco","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Morocco","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Morocco","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Morocco","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Morocco","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Morocco","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Mozambique","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Mozambique","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Mozambique","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Mozambique","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","44",""
"Mozambique","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Mozambique","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Mozambique","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Mozambique","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","41",""
"Myanmar","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Myanmar","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Myanmar","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Myanmar","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Myanmar","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Myanmar","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Myanmar","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Myanmar","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Namibia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Namibia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Namibia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Namibia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Namibia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Namibia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Namibia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Namibia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Nepal","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Nepal","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Nepal","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Nepal","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Nepal","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Nepal","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Nepal","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","56",""
"Nepal","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Netherlands","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Netherlands","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"Netherlands","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Netherlands","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Netherlands","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Netherlands","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Netherlands","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Netherlands","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Netherlands Antilles","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Netherlands Antilles","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Netherlands Antilles","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Netherlands Antilles","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Netherlands Antilles","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Netherlands Antilles","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Netherlands Antilles","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Netherlands Antilles","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"New Caledonia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"New Caledonia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"New Caledonia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"New Caledonia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"New Caledonia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"New Caledonia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"New Caledonia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"New Caledonia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"New Zealand","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","81",""
"New Zealand","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"New Zealand","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"New Zealand","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"New Zealand","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"New Zealand","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"New Zealand","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"New Zealand","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Nicaragua","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Nicaragua","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Nicaragua","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Nicaragua","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Nicaragua","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Nicaragua","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Nicaragua","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Nicaragua","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Niger","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Niger","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","50",""
"Niger","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Niger","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","43",""
"Niger","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Niger","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","52",""
"Niger","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Niger","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Nigeria","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","47",""
"Nigeria","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Nigeria","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","49",""
"Nigeria","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","48",""
"Nigeria","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Nigeria","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Nigeria","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Nigeria","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Norway","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","82","10"
"Norway","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","81","10"
"Norway","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","80","10"
"Norway","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","80","10"
"Norway","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77","10"
"Norway","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","75","10"
"Norway","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74","10"
"Norway","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73","10"
"Oman","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Oman","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Oman","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Oman","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Oman","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Oman","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Oman","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Oman","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Pakistan","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Pakistan","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Pakistan","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Pakistan","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Pakistan","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Pakistan","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Pakistan","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Pakistan","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Palestinian Territory, Occupied","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Palestinian Territory, Occupied","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Palestinian Territory, Occupied","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Palestinian Territory, Occupied","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Palestinian Territory, Occupied","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Palestinian Territory, Occupied","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Palestinian Territory, Occupied","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Palestinian Territory, Occupied","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Panama","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Panama","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Panama","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Panama","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Panama","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Panama","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Panama","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Panama","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Papua New Guinea","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Papua New Guinea","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Papua New Guinea","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","59",""
"Papua New Guinea","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Papua New Guinea","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Papua New Guinea","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","54",""
"Papua New Guinea","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","53",""
"Papua New Guinea","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","51",""
"Paraguay","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Paraguay","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Paraguay","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Paraguay","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Paraguay","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Paraguay","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Paraguay","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Paraguay","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Peru","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Peru","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Peru","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Peru","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Peru","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Peru","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Peru","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Peru","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Philippines","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Philippines","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Philippines","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Philippines","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Philippines","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Philippines","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Philippines","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Philippines","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Poland","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Poland","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Poland","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","76",""
"Poland","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Poland","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Poland","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Poland","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Poland","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Portugal","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Portugal","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Portugal","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Portugal","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Portugal","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Portugal","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Portugal","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Portugal","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Puerto Rico","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","82",""
"Puerto Rico","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Puerto Rico","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Puerto Rico","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Puerto Rico","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Puerto Rico","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Puerto Rico","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Puerto Rico","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Qatar","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Qatar","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Qatar","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Qatar","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Qatar","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Qatar","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Qatar","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Qatar","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Republic of Moldova","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Republic of Moldova","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Republic of Moldova","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Republic of Moldova","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Republic of Moldova","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Republic of Moldova","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Republic of Moldova","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Republic of Moldova","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Reunion","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","80",""
"Reunion","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","79",""
"Reunion","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","78",""
"Reunion","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","77",""
"Reunion","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Reunion","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Reunion","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Reunion","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Romania","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","75",""
"Romania","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Romania","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Romania","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Romania","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Romania","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Romania","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Romania","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Russian Federation","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Russian Federation","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Russian Federation","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Russian Federation","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Russian Federation","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Russian Federation","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Russian Federation","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Russian Federation","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Rwanda","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","45",""
"Rwanda","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","39",""
"Rwanda","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","25",""
"Rwanda","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","46",""
"Rwanda","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","42",""
"Rwanda","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","34",""
"Rwanda","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","22",""
"Rwanda","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","42",""
"Sahrawi","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Sahrawi","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Sahrawi","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Sahrawi","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","58",""
"Sahrawi","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
"Sahrawi","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","60",""
"Sahrawi","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","57",""
"Sahrawi","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","55",""
"Saint Lucia","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Saint Lucia","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","73",""
"Saint Lucia","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Saint Lucia","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Saint Lucia","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","71",""
"Saint Lucia","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Saint Lucia","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","69",""
"Saint Lucia","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","68",""
"Samoa","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","74",""
"Samoa","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","72",""
"Samoa","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","70",""
"Samoa","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Samoa","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","67",""
"Samoa","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Samoa","Male","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Samoa","Male","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","61",""
"Sao Tome and Principe","Female","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","66",""
"Sao Tome and Principe","Female","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","65",""
"Sao Tome and Principe","Female","1990-1995","UNPD_World Population Prospects_2006 (International estimate)","Years","64",""
"Sao Tome and Principe","Female","1985-1990","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Sao Tome and Principe","Male","2000-2005","UNPD_World Population Prospects_2006 (International estimate)","Years","63",""
"Sao Tome and Principe","Male","1995-2000","UNPD_World Population Prospects_2006 (International estimate)","Years","62",""
